sku,MYOB-code,MYOB-Item Name,Units On Hand,Total Value,Average Cost,Current Price
CB337WA,PR-884420904182,HP CB337WA 75,0,0,0,19
CC630AA,PR-884420904212,HP CC630AA,0,0,0,19
C9363WA,PR-884420922024,HP C9363WA 97,0,0,0,39
C9364WA,PR-884420922025,HP C9364WA 98,0,0,0,20
LJP1606DN(CE749A),PR-884962135242,HP LJP1606DN(CE749A),0,0,0,339
CN067AA,PR-884962309254,HP CN067AA,1,24.99,24.99,29
CE505XD,PR-884962660058,HP CE505XD,0,0,0,19
CE411A,PR-884962772362,HP CE411A HP305A CYAN CARTRIDG,1,111.67,111.67,99
CE412A,PR-884962772379,HP CE412A HP305A YELLOW CART.,0,0,0,309
CE413A,PR-884962772386,HP CE413A HP305A MAGENTA CART.,1,111.67,111.67,109
CH563WA,PR-884962826874,HP 61XL BLACK CH563WA,0,0,0,19
CH564WA,PR-884962826898,HP 61XL TRI-COLOR CH564WA,0,0,0,19
CN684WA,PR-885631256886,HP CN684WA BLACK,0,0,0,25
CF280A,PR-886111144143,HP 80A BLK TONER HPCF280A,0,0,0,19
CF210A,PR-886111334957,HP CF210A 131A TONER BLK,1,69.9,69.9,19
OJPRO8100(CM752A),PR-886111547463,HP OJPRO8100(CM752A),0,0,0,19
OJ6700PREM(CN583A),PR-886111615810,HP OJ6700PREM(CN583A),0,0,0,29
CLJCP1025NW(CE918A),PR-886111739677,HP CLJCP1025NW(CE918A) LASERJ,0,0,0,19
CH561WA,PR-886111799657,HP CH561WA BLK INKJET CARTRIDG,3,44.94,14.98,19
CH562WA,PR-886111799664,HP CH562WA TRI COLOR CARTRIDG,1,18.91,18.91,19
CB318WA,PR-886111799695,HP CB318WA,0,0,0,19
CB319WA,PR-886111799701,HP CB319WA,0,0,0,19
CB320WA,PR-886111799718,HP CB320WA,0,0,0,19
CD975AA,PR-886111799725,HP CD975AA,0,0,0,19
CD972AA,PR-886111799732,HP CD972AA,0,0,0,19
CD973AA,PR-886111799749,HP CD973AA,0,0,0,19
CD974AA,PR-886111799756,HP CD974AA,0,0,0,19
LJM425DW(CF288A),PR-886112340063,HP LJM425DW(CF288A) LASERJET,0,0,0,19
LJP401DN(CF278A),PR-886112362935,HP LJP401DN(CF278A) MONO LASER,0,0,0,29
SJ200(L2734A),PR-886112386016,HP SJ200(L2734A) FLAT SCANNER,0,0,0,19
CLJM251NW(CF147A),PR-886112446468,HP CLJM251NW(CF147A) LASER/JET,0,0,0,19
LJM712N(CF235A),PR-886112999506,HP LJM712N(CF235A) LASERJET,0,0,0,19
CLJM176N(CF547A),PR-887111344717,HP CLJM176N(CF547A) PRINTER,0,0,0,19
LJM127FN(CZ181A),PR-887111427632,HP LJM127FN(CZ181A) LASER JET,0,0,0,19
CLJM476DW(CF387A),PR-887758062098,HP CLJM476DW(CF387A) LASERJET,0,0,0,170.94
OJPRO8620(A7F65A),PR-888182021651,HP OJPRO8620(A7F65A) OFFICEJET,0,0,0,19
TN2150-3PK,PR-9312775001382,BROTHER TN2150-3PK,0,0,0,229
TN155CL4PK,PR-9312775001443,BROTHER TN155CL4PK,0,0,0,679
TN251BK/255CLPK,PR-9312775001825,BROTHER TN251BK/255CLPK,0,0,0,19
PG510CL511CP,PR-9313999000847,PG510CL511CP COLOR INK PACK,0,0,0,19
PGI525BKTWIN,PR-9313999001844,CANON PGI525BKTWIN BLK INK*2,0,0,0,19
T107292,PR-9314020605208,EPSON T107292,0,0,0,15
T105192BP,PR-9314020605840,EPSON T105192BP 73/73N 4 INKS,0,0,0,50
T105292,PR-9314020606120,EPSON T105292 CYAN,1,11.15,11.15,15
T105392,PR-9314020606144,EPSON T105392 MAGENTA,0,0,0,15
T105492,PR-9314020606168,EPSON T105492 YELLOW,0,0,0,15
T111192,PR-9314020606182,EPSON T111192,0,0,0,19
T049190VP,PR-9314020606533,EPSON T049190VP,0,0,0,85
T105194,PR-9314020607684,EPSON T105194 73N BLK TWIN,0,0,0,19
T111792,PR-9314020607837,EPSON T111792,0,0,0,115
T132192,PR-9314020608230,EPSON T132192,0,0,0,19
T138192,PR-9314020608391,EPSON T138192 BLK INK,0,0,0,399
T138292,PR-9314020608414,EPSON T138292 HIGH CAP CYAN,1,16.3,16.3,19
T138392,PR-9314020608438,EPSON  T138392 HIGH CAP M,1,16.3,16.3,19
T138492,PR-9314020608452,EPSON T138492 HIGH CAP YELLOW,1,16.3,16.3,19
T140192,PR-9314020608476,EPSON T140192 BLK INK EXTRA,1,25.13,25.13,19
T133692,PR-9314020608827,EPSON T133692 T133  4INKS PACK,0,0,0,19
T138695,PR-9314020608926,EPSON T138695 HIGH CAPACITY,0,0,0,229
T140692,PR-9314020608940,EPSON  T140692 4 HIGH CAP INK,1,67.94,67.94,259
ARTISAN1430,PR-9314020610370,"EPSON ARTISAN1430 A3+, PHOTO/",0,0,0,19
T201692,PR-9314020611728,EPSON T201692 200XL 4 INK PACK,0,0,0,19
XP100,PR-9314020611964,EPSON XP100 AIO 5760DPI  PRINT,0,0,0,19
WF2530,PR-9314020612015,EPSON WF2530 AIO+FAX,0,0,0,19
WF3520,PR-9314020612039,EPSON WF3520 AIO+FAX PRINTER,0,0,0,19
WF3530,PR-9314020612046,EPSON WF3530 AIO+FAX PRINTER,25,2500,100,19
WF3540,PR-9314020612053,EPSON WF3540 AIO+FAX PRINTER,1,193,193,19
XP850,PR-9314020612091,EPSON XP850 AIO+FAX PRINTER,0,0,0,19
V37,PR-9314020612114,EPSON V37 PERFECTION SCANNER,0,0,0,19
T273192,PR-9314020612886,EPSON T273192 PHOTO BLK INK,1,13.58,13.58,19
T140194,PR-9314020613104,EPSON T140194 EXTRA HIGH BLK,0,0,0,19
T676194,PR-9314020613371,EPSON T676194 676XL BLK TWIN P,0,0,0,19
XP310,PR-9314020614385,EPSON XP310 EXPRESSION HOME,0,0,0,19
T254192,PR-9314020614965,EPSON T254192 254XL BLACK INK,0,0,0,19
WFPRO-4630,PR-9314020615320,EPSON WFPRO-4630 WORKFORCE PRI,0,0,0,19
T787192,PR-9314020615627,EPSON T787192 BLK INK HIGH CAP,2,81.52,40.76,19
T787292,PR-9314020615641,EPSON T787292 CYAN INK HIGH CA,0,0,0,19
T787392,PR-9314020615665,EPSON T787392 MAGENTA INK HIGH,0,0,0,19
T787492,PR-9314020615689,EPSON T787492 YELLOW INK HIGH,0,0,0,19
TG18,PR-CANON-CA0023-TG18,CANON TG18 FOR IR2200/2800,0,0,0,19
BCI6C,PR-CANON-CI6C,CANON BCI6C CYAN,0,0,0,19
BCI6M,PR-CANON-CI6M,CANON BCI6M MAGENTA,0,0,0,19
BCI6Y,PR-CANON-CI6Y,CANON BCI6Y YELLOW,0,0,0,19
PGI520BK,PR-CART-4960999577456,CANON PGI520BK CARTRIDGE,0,0,0,15.95
LC47Y,PR-CART-LC47Y,BROTHER LC47Y COMP. INK,0,0,0,10
TN6600,PR-CART-TN6600,BROTHER TN6600 COMPATIBLE,0,0,0,19
CT201918,PR-CT201918,FUJI XEROX CT201918 2.5 TONER,0,0,0,661
DPCM215FW,PR-FX-DPCM215FW,Fuji DPCM215FW Colour Laser,13,2564.25,197.25,19
HL-3170CDW,PR-HL-3170CDW,BROTHER HL-3170CDW LASER,0,0,0,19
C4939A,PR-HP-C4939A,HP C4939A,0,0,0,19
C9351AA,PR-HP-C9351AA,HP C9351AA,0,0,0,19
CP12,PR-HP-H540A,COMP. HPCP1215/CM1312/CP1515,0,0,0,19
LJP1566(CE663A),PR-HP-LJP1566(CE663A),HP LJP1566(CE663A),0,0,0,239
OJ100(CN551A),PR-HP-OJ100(CN551A),HP OJ100(CN551A),0,0,0,349
TN3340,PR-TN3340,BROTHER TN3340 MONOLASER TONER,0,0,0,19
SST-ST50F-ES230-BK,PS-4710007220221,SST-ST50F-ES230-BK 500W 80+,0,0,0,89
SST-ST30SF,PS-4710007220382,SST-ST30SF 300W SFX 80+ BRONZE,0,0,0,69
SST-ST75F-GS,PS-4710007220504,SST-ST75F-GS 750W STRIDER GOLD,0,0,0,69
SST-ST60F-ESG,PS-4710007220757,SST-ST60F-ESG 600W GOLD,0,0,0,89
SST-ST60F-ESB,PS-4710007220924,SST-ST60F-ESB 600W BRONEZE,0,0,0,69
SST-ST45SF,PS-4710713966604,SST-ST45SF SFX 450W 80+ PSU,0,0,0,89
SST-ST60F-PS,PS-4710713969490,STRIDER SST-ST60F-PS 600W,0,0,0,185
CMPSU-850TXM,PS-843591012805,CORSAIR CMPSU-850TXM 850W 80+,0,0,0,169
CMPSU-AX1200i,PS-843591015714,CORSAIR CMPSU-AX1200I 1200W80+,0,0,0,185
CMPSU-VS350,PS-843591036207,CORSAIR CMPSU-VS350 350W ATX,0,0,0,79
CMPSU-VS550,PS-843591036221,CORSAIR 550W CMPSU-VS550,0,0,0,89
AV-NORINTRB2013,SF-5397039298627,AV-NORINTRB2013 NORTON 3PC,0,0,0,899
AV-NORAV2014,SF-5397039317120,AV-NORAV2014 NORTON ANTIVIRUS,4,54,13.5,90
AV-NOR360V8OEM,SF-5397039327211,NORTON 360 AV-NOR360V8OEM 1YR,10,180,18,899
6UA-03599(USERCAL5C),SF-885370232431,MS 6UA-03599(USERCAL5C),0,0,0,899
Windows 8 Pro Upgrade,SF-885370398465,WINDOWS 8 PRO UPGRADE,0,0,0,49
GZA-00278(OFMACHS11),SF-885370485974,MS GZA-00278(OFMACHS11)2011,0,0,0,899
P73-06165,SF-885370659931,MS P73-06165(WSSTD12R2) 2012,2,1364.5,682.25,899
FQC-08289,SF-885370720679,MS WIN 7 PRO SP1 X64 FQC-08289,5,725.82,145.16,129
P73-06451,SF-885370748543,MS P73-06451(WSTD08R2) SVR 200,1,687.22,687.22,90
QQ2-00035(OFF365PER),SF-885370750577,MS QQ2-00035(OFF365PER) OFFICE,1,57,57,90
AV-TIMAXRBMINI-1U,SF-9342003002201,TREND MICRO AV-TIMAXRBMINI-1U,1,16,16,899
AV-KASPUREOEM,SF-9346133000250,KASPERSKY PURE 3 AV-KASPUREOEM,0,0,0,90
AV-KSOSFS-5FDL,SF-9346133000427,KASPERSKY AV-KSOSFS-5FDL 5PC,1,90.9,90.9,90
SBXFI-AUDIO,SND-054651146235,CREATIVE SBXFI-AUDIO CARD,0,0,0,29
SBAUD2VALUE,SND-4571225891835,CREATIVE SBAUD2VALUE,0,0,0,189.62
SB-GO-PRO,SND-4571225897011,CREATIVE SB-GO-PRO,0,0,0,59
SBSA35,SP-054651166936,CREATIVE SBSA35 2.0 SPEAKER,0,0,0,19
INSPIRE-T10,SP-054651167469,CREATIVE INSPIRE-T10,0,0,0,39
T3130,SP-054651168510,CREATIVE T3130,0,0,0,49
WP-450,SP-054651176669,CREATIVE WP-450 HEADSET,0,0,0,29
SB-EVO-ZX,SP-054651184121,CREATIVE SB-EVO-ZX W/L HEADSET,0,0,0,31
980-000059(LS21),SP-097855052438,LOGITECH 980-000059(LS21) SP,0,0,0,35
980-000420(Z130),SP-097855066817,LOGI 980-000420(Z130) SPEAKERS,0,0,0,45
981-000451(H130),SP-097855082923,LOGITECH 981-000451(H130),0,0,0,55
981-000459(H110),SP-097855083029,LOGI 981-000459(H110) HEADSET,0,0,0,55
981-000484(H230),SP-097855085474,LOGI 981-000484(H230) HEADSET,0,0,0,39
981-000477(H340),SP-097855089717,LOGITECH 981-000477(H340) HEAD,0,0,0,31
981-000530(G130),SP-097855093028,LOGI 981-000530(G130) HEADSET,0,0,0,55
980-000770(Z443),SP-097855098542,LOGI 980-000770(Z443) SPEAKER,1,82.67,82.67,29
980-000863(Z150),SP-097855100719,LOGI 980-000863(Z150) SPEAKERS,0,0,0,22
HS-450,SP-4571225891231,CREATIVE HS-450,0,0,0,45
XONAR-DS,SP-4719543043141,ASUS XONAR-DS SOUND CARD,0,0,0,55
51100(HSV2WHT),SP-5707119006316,STEELSERIES 51100(HSV2WHT),0,0,0,129
M1250,SP-6923520262618,EDIFIER M1250,49,318.5,6.5,10
C2XD,SP-6923520263684,EDIFER C2XD 2.1 SPEAKER,0,0,0,45
MP260-B,SP-6923520263776,EDIFI MP260-B BLUETOOTH 10HRS,0,0,0,55
MIC-M100MKII,SP-6945198851772,MICROLAB MIC-M100MKII,0,0,0,39
RZ-ADARO-WIRELESS,SP-811254020665,RZ-ADARO-WIRELESS GAME HEADSET,0,0,0,45
61298(HSHWRLS),SP-813810015030,STEEL 61298(HSHWRLS)  HEADSET,0,0,0,22
RZ-KRAKEN-BK,SP-879862006396,RAZER RZ-KRAKEN-BK HEADPHONE,1,56,56,29
RZ-TIAMAT-7-1,SP-8886419312574,RAZER RZ-TIAMAT-7-1 HEADSET,0,0,0,55
RZ-HAMMERHEAD-PRO,SP-8886419312758,RZ-HAMMERHEAD-PRO HEADSET,0,0,0,55
RZ-KRAKEN-PRO,SP-8886419312772,RZ-KRAKEN-PRO-GREEN HEADSET,2,127,63.5,39
RZ-KRAKEN-PRO-BK,SP-8886419312826,RAZER RZ-KRAKEN-PRO-BK HEADSET,2,128,64,55
RZ-KRAKEN-EPANDA,SP-8886419370109,RZ-KRAKEN-EPANDA HEADPHONES,0,0,0,22
RZ-KRAKEN-NEON-GR,SP-8886419370178,RZ-KRAKEN-NEON-GREEN HEADPHONE,1,48,48,29
RZ-KRAKEN-NEON-RE,SP-8886419370208,RZ-KRAKEN-NEON-RED HEADPHONE,1,48,48,22
RZ-ADARO-IN-EARS,SP-8886419370222,RZ-ADARO-IN-EARS  EARPHONES,0,0,0,39
RZ-KRAKEN-PRO-WH,SP-8886419370307,RZ-KRAKEN-PRO-WHITE HEADSET,1,60,60,29
T2-BK-AUEN-AU,SP-9332539001908,ENDURE T2-BK-AUEN-AU HEADSET,10,150,15,45
AO-HEADD,SP-9335432003949,LASER AO-HEADD HEADSET,0,0,0,15
SPK-IPT200B,SP-9335432013184,LASER SPK-IPT200B SPKEAKER DOC,0,0,0,45
MIC-SOLO6C,SP-MIC-SOLO6C,MICROLAB MIC-SOLO6C,0,0,0,109
BT1AG-1YI7Q77-5,SY-4716659602675,ASUS BT1AG-1YI7Q77-5  I7 4LUSF,0,0,0,199
ET2311INKH-B001Q,SY-4716659688556,"ASUS ET2311INKH-B001Q I5, 23""",0,0,0,599
BT1AD-1YI5-3,SY-4716659745204,"ASUS BT1AD-1YI5-3 I5, 4G, 500G",0,0,0,199
BT1AD-1YI7-4,SY-4716659747185,"ASUS BT1AD-1YI7-4 8G,1T,W7P64",0,0,0,199
GB-BXI7-4500,SY-4719331231194,"GIGA GB-BXI7-4500 3GHZ, GBLAN,",1,520,520,19
J8K62PA,SY-4948382866424,HP 250 J8K62PA I5-4210 15.6 4G,0,0,0,5
BOXD54250WYK,SY-5032037058018,INTEL BOXD54250WYK NUC BLACK,1,390,390,719
BOXD34010WYK,SY-5032037058100,INTEL BOXD34010WYK NUC BLACK,0,0,0,199
TM105A,SY-5032037058230,"INTEL INSIDE TM105A 10"" TABLET",0,0,0,375.87
BOXD54250WYKH,SY-5032037058674,BOXD54250WYKH,1,414.17,414.17,489
BOXD34010WYKH,SY-5032037058759,INTEL BOXD34010WYKH GEN I3 NUC,2,602.09,301.05,199
BOXDN2820FYKH0,SY-5032037060226,INTEL BOXDN2820FYKH0 NUC,5,752.87,150.57,489
NV-SHIELD-NRau,SY-857905002949,NV-SHIELD-NRAU NVIDIA CONSOLE,0,0,0,19
6000Pro,SY-884962658642,HP 6000PRO(VP751PA),0,0,0,719
643066-371,SY-886111298853,"HP DL580G7(643066-371) E7, SVR",0,0,0,19
3392E1M,SY-887037649866,LENOVO M82(3392E1M),19,12726.62,669.82,489
704941-371,SY-887111552525,HP MICROSVR G7 N54L 704941-371,0,0,0,489
712317-371,SY-887111786432,HP SVR GEN8 G1610T 712317-371,0,0,0,489
712318-371,SY-887111786487,"HP SVR GEN8 G2020T,712318-371",0,0,0,489
H6N44AA,SY-887758753545,HP ENVY810-000A(H6N44AA) I7,0,0,0,489
EDGE-72(3493JQM),SY-887942024277,LENOV EDGE-72(3493JQM) I3-3220,5,2495,499,199
M93Z(10AF0001AU),SY-887942085964,"LENOVO M93Z(10AF0001AU) I5, 23",0,0,0,489
M73(10AY0003AU),SY-887942691943,LENOV M73(10AY0003AU) I5/4G/,0,0,0,489
743490-371,SY-888182033289,"HP DL320G8E 743490-371, G3220,",0,0,0,375.87
747767-371,SY-888182158678,"HP DL380G8E E5,8G, 747767-371",1,1850,1850,489
757643-375,SY-888182462621,"HP ML10 E3, 4G, 1TB,757643-375",1,335,335,719
Z420(G2X22PA),SY-888182779170,"HP Z420(G2X22PA) E5-1620 8G,1T",0,0,0,489
Z420(G2X23PA),SY-888182779187,"HP Z420(G2X23PA) E5,8G,1T, DRW",1,1780,1780,199
F7H15AA,SY-888182966594,"HP PAV23-P012A(F7H15AA) I5, 23",2,2260,1130,489
M73(10B6000EAU),SY-888228206554,LENOVO M73(10B6000EAU) I5,0,0,0,489
M73(10B6000VAU),SY-888440754628,"LENOV M73(10B6000VAU) I5, 4G,",6,2484.04,414.01,719
EDGE-73Z(10BD0080AU),SY-888631172033,LENOV EDGE-73Z(10BD0080AU),0,0,0,19
PQQ32A-01K02R,SY-9334427041348,TOSHIBA PQQ32A-01K02R AIO PC I,0,0,0,489
400PRO(94046237),SY-HP-400PRO(94046237),"HP G1, 400PRO(94046237), I5",1,640,640,489
400PRO(94298508),SY-HP-400PRO(94298508),"HP 400PRO(94298508) G1 I3,SFF",10,4545.46,454.55,489
600PRO(94046352),SY-HP-600PRO(94046352),HP 600PRO(94046352) I5 PRODESK,14,8540,610,719
600PRO(94151076),SY-HP-600PRO(94151076),"HP 600PRO(94151076) I5, 4G, 50",0,0,0,489
600PRO(94151296),SY-HP-600PRO(94151296),"HP 600PRO(94151296) I5, 8G,1TB",3,2160,720,719
600PRO(94640227),SY-HP-600PRO(94640227),"HP 600PRO(94640227) I7, SFF, 8",1,1075,1075,489
6305PRO(94639902),SY-HP-6305PRO(94639902),HP 6305PRO(94639902) A4-5300B,18,7920,440,489
800EL(E6C36PA),SY-HP-800EL(E6C36PA),"HP 800EL(E6C36PA) I7, AIO 23""",1,1580,1580,489
800EL(F7B71PA),SY-HP-800EL(F7B71PA),"HP 800EL(F7B71PA) AIO 23"" I3",0,0,0,489
648256-371,SY-HP-DL380E-G8,HP DL380E E5-2430 648256-371,3,5550,1850,719
H5Z23AA,SY-HP-ENVY800-002A(H5Z23AA),HP ENVY8000-002A (H5Z23AA) I7-,0,0,0,489
Z230(93972927),SY-HP-Z230(93972927),"HP Z230(93972927) I7,8G,1T,TWR",4,3654.55,913.64,19
Z230(93972929),SY-HP-Z230(93972929),"HP Z230(93972929) E3, SFF, 8G,",3,2696.16,898.72,199
Z230(94352580),SY-HP-Z230(94352580),"HP Z230(94352580) I7, 8G,1TB,",3,2463,821,489
Z230(J1U66PA),SY-HP-Z230(J1U66PA),"HP Z230(J1U66PA) I7, 8G,1TB",0,0,0,719
10A8CTO1WW,SY-LENOV-M93P(10A8CTO1WW),LENOV M93P(10A8CTO1WW) I5-4570,0,0,0,199
E2000,UAC-BA-TOSHIBA TE2000,TOSHIBA TE2000 BATTERY,0,0,0,99
V370,UB-ACER-V3700GX,ACER V3700GX,0,0,0,439
T5500 X5690,UB-DELL-T5500-X5690,USED T5500 X5690 QUADRO 6000,3,5727.27,1909.09,299
Elite 8000 AIO System,UB-HP-8000ELITE-E8400-AIO,HP ELITE 8000 AIO SYSTEM,0,0,0,199
DC7800,UB-HP-DC7800P-C2D,HP DC7800P C2D BOX,0,0,0,0
Used HP XW6400 Workstation,UB-HP-XW6400 DUAL XEON 2.33GHz,USED HP XW6400 WORKSTATION,23,2565.41,111.54,319
e248WFPb,ULCD-DELL-E248WFPB,"DELL E248WFPB BLK 24"" WS LCD",192,12218.09,63.64,199
L2240p,"ULCD-IBM-22""","USED LENOVO L2240P 22"" WS LCD",4,218.18,54.55,159
L2251p,"ULCD-IBM-22"" L2251p","USED IBM 22"" L2251P WS LCD",161,8048.64,49.99,199
L2321x,ULCD-IBM-L2321X,"USED LENOVO L2321X 23"" MONITOR",164,9842,60.01,110
E6220,UNB-DELL-E6220,"USED DELL E6220 I5/2.5GHZ, 4G,",0,0,0,19
EL1200USBIECAU,UPS-3553340621291,EATON EL1200USBIECAU,0,0,0,129
V800,UPS-6312400119,EATON ENV800HA UPS,0,0,0,299
3S550AU,UPS-743172034694,EATON 3S550AU 550VA/300W UPS,1,80.37,80.37,109
3S700AU,UPS-743172034700,EATON 3S700AU,0,0,0,109
5PX1500IRT,UPS-743172035875,EATON 5PX1500IRT 1500VA/1350W,1,680,680,379
5PX2200IRT,UPS-743172035882,EATON 5PX2200IRT,0,0,0,379
5PXEBM72RT2U,UPS-743172035912,EATON 5PXEBM72RT2U 3000VA 2U,0,0,0,369
5PX2000IRT,UPS-743172035974,EATON 5PX2000IRT,0,0,0,369
5PX3000IRT2UAU,UPS-743172035981,EATON 5PX3000IRT2UAU 3000VA/27,0,0,0,379
5P1150AU,UPS-743172042880,EATON 5P1150AU 1150VA/770W TWR,1,371.8,371.8,19
5SC1000I,UPS-743172045164,EATON 5SC1000I 1000VA/700W,0,0,0,299
5E650IUSB-AU,UPS-743172047656,EATON 5E650IUSB-AU 650VA/360W,0,0,0,369
5E850IUSB-AU,UPS-743172047663,EATON 5E850IUSB-AU 850VA/480W,0,0,0,149
5E1500IUSB-AU,UPS-743172047687,5E1500IUSB-AU 1500VA/900W UPS,4,594.88,148.72,149
5S550AU,UPS-743172436276,EATON 5S550AU 550V/330W,0,0,0,369
5S700AU,UPS-743172436344,EATON 5S700AU 700VA/420W UPS,0,0,0,369
5S850AU,UPS-743172436412,EATON5S850AU,0,0,0,379
5S1200AU,UPS-743172436580,EATON 5S1200AU 1200VA/720W UPS,1,200,200,299
5S1600AU,UPS-743172436658,EATON 5S1600AU 1600VA/960W UPS,0,0,0,379
PW9130G1000R-XL2UAU,UPS-790341052676,EATAN PW9130G1000R-XL2UAU 900W,1,975,975,369
PW-5130I1750-XL2U,UPS-790341053178,EATON PW-5130I1750-XL2U 1750VA,0,0,0,129
DS600,UPS-9345785002605,UPSONIC DS600 600VA UPS,0,0,0,379
